Yukon,GMC,2009,2693
Raider,Mitsubishi,2009,4177
Savana 2500,GMC,1996,3647
E-Series,Ford,1990,2384
5000S,Audi,1985,4711
IS-F,Lexus,2008,3168
E-Series,Ford,2009,2143
TrailBlazer,Chevrolet,2004,1105
Sierra,GMC,2011,3098
Accent,Hyundai,2002,3733
Rogue,Nissan,2010,2869
A5,Audi,2011,3221
X-90,Suzuki,1996,2043
Eclipse,Mitsubishi,1992,2973
Prizm,Chevrolet,2000,5167
M-Class,Mercedes-Benz,1999,1887
Esperante,Panoz,2006,1201
Cayenne,Porsche,2011,2567
Sierra 2500,GMC,2006,5897
Eldorado,Cadillac,1999,4512
88,Oldsmobile,1997,1690
CR-V,Honda,1999,3746
Rodeo,Isuzu,1993,5923
Eos,Volkswagen,2010,3266
Elan,Lotus,1993,3643
Aries,Dodge,1981,4056
Mustang,Ford,1993,4988
R-Class,Mercedes-Benz,2006,1003
Sorento,Kia,2006,4323
HHR,Chevrolet,2007,1847
Acadia,GMC,2010,3321
F-Series,Ford,1991,5670
Tundra,Toyota,2010,2375
S-Series,Saturn,1992,2858
SLX,Acura,1996,4710
Volt,Chevrolet,2011,1355
Jetta,Volkswagen,2007,4848
6 Series,BMW,2007,5591
Continental Mark VII,Lincoln,1992,1367
Typ-1,Aptera,2008,4852
612 Scaglietti,Ferrari,2007,4311
Venza,Toyota,2010,2102
Quest,Nissan,1999,3623
Vision,Eagle,1993,2912
Somerset,Buick,1986,4329
Land Cruiser,Toyota,1995,1692
Ghost,Rolls-Royce,2010,1731
Miata MX-5,Mazda,1997,5483
626,Mazda,1998,1277
LeMans,Pontiac,1989,5867
Grand Vitara,Suzuki,2009,2491
Virage,Aston Martin,2012,3237
Eclipse,Mitsubishi,2011,1990
Suburban 2500,Chevrolet,2012,2174
Edge,Ford,2011,1386
xB,Scion,2004,5874
RSX,Acura,2006,1247
Town & Country,Chrysler,2011,2894
300CE,Mercedes-Benz,1992,2663
Escort,Ford,1990,4270
Explorer,Ford,1995,4571
E-Class,Mercedes-Benz,1999,5463
7 Series,BMW,1996,5730
Pajero,Mitsubishi,1995,2646
A5,Audi,2008,5821
C-Class,Mercedes-Benz,2007,3531
Defender 90,Land Rover,1995,4388
Altima,Nissan,2013,2028
Sierra 1500,GMC,2004,4533
Dakota,Dodge,1998,3326
Monterey,Mercury,2006,4774
Accord,Honda,1999,2846
626,Mazda,2001,4524
Roadster,Tesla,2011,5182
Yukon,GMC,1996,3123
Freelander,Land Rover,2002,1696
3500,Ram,2012,2170
Mirage,Mitsubishi,2002,4854
626,Mazda,2000,2449
STS,Cadillac,2005,4059
545,BMW,2005,2357
Sable,Mercury,1994,5893
Range Rover Sport,Land Rover,2009,1110
X5 M,BMW,2011,3365
NSX,Acura,2004,3459
Cabriolet,Volkswagen,2002,1487
Metro,Geo,1994,4220
Aerostar,Ford,1997,4791
Sienna,Toyota,2009,1852
Caprice,Chevrolet,1995,2368
Vantage,Aston Martin,2006,1194
R32,Volkswagen,2004,1668
A6,Audi,2002,5637
Taurus,Ford,1993,5834
Caprice,Chevrolet,1994,2239
Passport,Honda,1994,4546
Flex,Ford,2011,5858
Forester,Subaru,2005,1489
Titan,Nissan,2007,4350
Cabriolet,Audi,1998,2210
Mustang,Ford,2007,1759
Regal,Buick,2003,5920
Excursion,Ford,2001,5372
Explorer,Ford,2001,4967
G6,Pontiac,2007,4629
GTI,Volkswagen,1989,3252
Rally Wagon 3500,GMC,1993,5201
Viper,Dodge,1996,4035
Loyale,Subaru,1992,3569
New Beetle,Volkswagen,2001,3124
MR2,Toyota,2000,3048
Golf,Volkswagen,1987,2113
Grand Vitara,Suzuki,2003,5762
Contour,Ford,1997,2337
F-Series,Ford,1989,4148
Elan,Lotus,1990,5853
Esteem,Suzuki,2001,3170
Montero Sport,Mitsubishi,2002,5140
Navigator L,Lincoln,2010,4795
MDX,Acura,2002,4095
E-Class,Mercedes-Benz,2006,3448
300SL,Mercedes-Benz,1992,5790
Rabbit,Volkswagen,2007,1558
Durango,Dodge,2008,3908
Festiva,Ford,1989,5000
X-Type,Jaguar,2004,5242
Edge,Ford,2008,1014
Grand Cherokee,Jeep,1998,4181
F250,Ford,1994,3193
Savana 1500,GMC,2012,5824
Viper RT/10,Dodge,1994,3249
Gemini,Pontiac,1989,4668
S40,Volvo,2009,4802
Cabriolet,Volkswagen,1998,3272
Challenger,Mitsubishi,2003,3931
Grand Cherokee,Jeep,1997,4597
Rabbit,Volkswagen,2006,5601
Bravada,Oldsmobile,1998,1207
Daewoo Lacetti,Suzuki,2006,2844
Genesis Coupe,Hyundai,2010,4751
Explorer Sport Trac,Ford,2006,2927
Prizm,Geo,1997,3376
M5,BMW,2003,5763
E-Series,Ford,2002,4874
Ramcharger,Dodge,1992,1491
Continental,Lincoln,1997,3911
F150,Ford,1996,4252
300SD,Mercedes-Benz,1992,4103
Voyager,Plymouth,1985,3685
R-Class,Mercedes-Benz,2008,1769
Caravan,Dodge,2012,2924
